Código;Descripción;Fecha;Documento;Número;Bodega;Entrada;Salida;Saldo;Valor Unitario;Entrada.1;Salida.1;Saldo.1;Costo Unitario;Empresa_Cliente;Canal_Venta;Punto_Venta
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-01-23;Salida por Consumo;1031026.0;Almacen Central;0.0;279.0;55352.0;;;;;;PROCISA INGENIEROS S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-01-26;Venta Tienda Sin Doc;1031027.0;Almacen Central;0.0;957.0;54395.0;;;;;;DRAGON;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-01-30;Entrada por Producci;1031028.0;Almacen Central;2122.0;0.0;56517.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-01-29;Entrada por Producci;1031029.0;Almacen Central;2425.0;0.0;58942.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-03;Venta Tienda Sin Doc;1031030.0;Almacen Central;0.0;328.0;58614.0;;;;;;DRAGON;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-04;Venta Tienda Sin Doc;1031031.0;Almacen Central;0.0;583.0;58031.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-02;Salida por Consumo;1031032.0;Almacen Central;0.0;445.0;57586.0;;;;;;CIM;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-01-31;Salida por Consumo;1031033.0;Almacen Central;0.0;174.0;57412.0;;;;;;ELCONSI;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-01-31;Venta Tienda Sin Doc;1031034.0;Almacen Central;0.0;308.0;57104.0;;;;;;PROCISA INGENIEROS S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-02;Venta Tienda Sin Doc;1031035.0;Almacen Central;0.0;257.0;56847.0;;;;;;SETECOM AIR;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-01-30;Venta Tienda Sin Doc;1031036.0;Almacen Central;0.0;166.0;56681.0;;;;;;JEF;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-01;Venta Tienda Sin Doc;1031037.0;Almacen Central;0.0;133.0;56548.0;;;;;;SETECOM AIR;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-01-31;Guía de remisión - R;1031038.0;Almacen Central;0.0;476.0;56072.0;;;;;;ELCONSI;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-05;Entrada por Producci;1031039.0;Almacen Central;4813.0;0.0;60885.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-10;Guía de remisión - R;1031040.0;Almacen Central;0.0;525.0;60360.0;;;;;;Consultores en Ingeniería y Mantenimiento General S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-10;Venta Tienda Sin Doc;1031041.0;Almacen Central;0.0;168.0;60192.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-10;Salida por Consumo;1031042.0;Almacen Central;0.0;171.0;60021.0;;;;;;NEVADO CONSTRUCTORA;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-08;Salida por Consumo;1031043.0;Almacen Central;0.0;2312.0;57709.0;;;;;;SETECOM AIR;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-13;Apertura;1031044.0;Almacen Central;2851.0;0.0;60560.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-12;Apertura;1031045.0;Almacen Central;2834.0;0.0;63394.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-17;Salida por Consumo;1031046.0;Almacen Central;0.0;818.0;62576.0;;;;;;Consultores en Ingeniería y Mantenimiento General S.A.C.;Presencial;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-17;Salida por Consumo;1031047.0;Almacen Central;0.0;717.0;61859.0;;;;;;JEF;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-17;Salida por Consumo;1031048.0;Almacen Central;0.0;212.0;61647.0;;;;;;DRAGON;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-12;Venta Tienda Sin Doc;1031049.0;Almacen Central;0.0;113.0;61534.0;;;;;;PROCISA INGENIEROS S.A.C.;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-14;Guía de remisión - R;1031050.0;Almacen Central;0.0;242.0;61292.0;;;;;;NEVADO CONSTRUCTORA;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-12;Venta Tienda Sin Doc;1031051.0;Almacen Central;0.0;121.0;61171.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Presencial;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-16;Guía de remisión - R;1031052.0;Almacen Central;0.0;80.0;61091.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-18;Salida por Consumo;1031053.0;Almacen Central;0.0;169.0;60922.0;;;;;;JEF;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-13;Salida por Consumo;1031054.0;Almacen Central;0.0;252.0;60670.0;;;;;;CIM;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-16;Salida por Consumo;1031055.0;Almacen Central;0.0;971.0;59699.0;;;;;;DRAGON;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-19;Entrada por Producci;1031056.0;Almacen Central;3843.0;0.0;63542.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-25;Venta Tienda Sin Doc;1031057.0;Almacen Central;0.0;317.0;63225.0;;;;;;PROCISA INGENIEROS S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-21;Venta Tienda Sin Doc;1031058.0;Almacen Central;0.0;453.0;62772.0;;;;;;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-21;Guía de remisión - R;1031059.0;Almacen Central;0.0;198.0;62574.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-23;Salida por Consumo;1031060.0;Almacen Central;0.0;98.0;62476.0;;;;;;CIM;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-25;Salida por Consumo;1031061.0;Almacen Central;0.0;1759.0;60717.0;;;;;;ELCONSI;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-26;Entrada por Producci;1031062.0;Almacen Central;1516.0;0.0;62233.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-27;Entrada por Producci;1031063.0;Almacen Central;3379.0;0.0;65612.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-02;Guía de remisión - R;1031064.0;Almacen Central;0.0;826.0;64786.0;;;;;;ELCONSI;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-01;Salida por Consumo;1031065.0;Almacen Central;0.0;517.0;64269.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-01;Venta Tienda Sin Doc;1031066.0;Almacen Central;0.0;399.0;63870.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-02-27;Salida por Consumo;1031067.0;Almacen Central;0.0;2059.0;61811.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Presencial;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-07;Apertura;1031068.0;Almacen Central;2125.0;0.0;63936.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-05;Entrada por Producci;1031069.0;Almacen Central;890.0;0.0;64826.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-07;Entrada por Producci;1031070.0;Almacen Central;1103.0;0.0;65929.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-09;Venta Tienda Sin Doc;1031071.0;Almacen Central;0.0;579.0;65350.0;;;;;;ELCONSI;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-05;Venta Tienda Sin Doc;1031072.0;Almacen Central;0.0;721.0;64629.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-11;Venta Tienda Sin Doc;1031073.0;Almacen Central;0.0;439.0;64190.0;;;;;;ELCONSI;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-06;Salida por Consumo;1031074.0;Almacen Central;0.0;241.0;63949.0;;;;;;PROCISA INGENIEROS S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-06;Guía de remisión - R;1031075.0;Almacen Central;0.0;1505.0;62444.0;;;;;;DRAGON;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-13;Apertura;1031076.0;Almacen Central;1335.0;0.0;63779.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-12;Apertura;1031077.0;Almacen Central;870.0;0.0;64649.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-12;Entrada por Producci;1031078.0;Almacen Central;767.0;0.0;65416.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-16;Venta Tienda Sin Doc;1031079.0;Almacen Central;0.0;609.0;64807.0;;;;;;DRAGON;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-18;Venta Tienda Sin Doc;1031080.0;Almacen Central;0.0;233.0;64574.0;;;;;;Consultores en Ingeniería y Mantenimiento General S.A.C.;Presencial;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-12;Venta Tienda Sin Doc;1031081.0;Almacen Central;0.0;271.0;64303.0;;;;;;SETECOM AIR;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-18;Salida por Consumo;1031082.0;Almacen Central;0.0;135.0;64168.0;;;;;;DRAGON;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-17;Salida por Consumo;1031083.0;Almacen Central;0.0;333.0;63835.0;;;;;;DRAGON;Presencial;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-15;Salida por Consumo;1031084.0;Almacen Central;0.0;247.0;63588.0;;;;;;PROCISA INGENIEROS S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-18;Salida por Consumo;1031085.0;Almacen Central;0.0;757.0;62831.0;;;;;;PROCISA INGENIEROS S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-21;Apertura;1031086.0;Almacen Central;1688.0;0.0;64519.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-20;Entrada por Producci;1031087.0;Almacen Central;1681.0;0.0;66200.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-20;Guía de remisión - R;1031088.0;Almacen Central;0.0;565.0;65635.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-21;Salida por Consumo;1031089.0;Almacen Central;0.0;398.0;65237.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-20;Salida por Consumo;1031090.0;Almacen Central;0.0;119.0;65118.0;;;;;;Consultores en Ingeniería y Mantenimiento General S.A.C.;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-21;Venta Tienda Sin Doc;1031091.0;Almacen Central;0.0;1848.0;63270.0;;;;;;PROCISA INGENIEROS S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-27;Entrada por Producci;1031092.0;Almacen Central;1669.0;0.0;64939.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-27;Entrada por Producci;1031093.0;Almacen Central;1378.0;0.0;66317.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-27;Apertura;1031094.0;Almacen Central;1197.0;0.0;67514.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-04-01;Salida por Consumo;1031095.0;Almacen Central;0.0;308.0;67206.0;;;;;;PROCISA INGENIEROS S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-30;Salida por Consumo;1031096.0;Almacen Central;0.0;507.0;66699.0;;;;;;Madrid INMOBILIARIA;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-26;Venta Tienda Sin Doc;1031097.0;Almacen Central;0.0;541.0;66158.0;;;;;;NEVADO CONSTRUCTORA;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-31;Guía de remisión - R;1031098.0;Almacen Central;0.0;442.0;65716.0;;;;;;JEF;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-29;Venta Tienda Sin Doc;1031099.0;Almacen Central;0.0;340.0;65376.0;;;;;;ELCONSI;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-03-31;Venta Tienda Sin Doc;1031100.0;Almacen Central;0.0;1553.0;63823.0;;;;;;Madrid INMOBILIARIA;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-04-03;Entrada por Producci;1031101.0;Almacen Central;1446.0;0.0;65269.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-04-02;Entrada por Producci;1031102.0;Almacen Central;2820.0;0.0;68089.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-04-04;Venta Tienda Sin Doc;1031103.0;Almacen Central;0.0;647.0;67442.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-04-04;Venta Tienda Sin Doc;1031104.0;Almacen Central;0.0;510.0;66932.0;;;;;;CIM;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-04-05;Salida por Consumo;1031105.0;Almacen Central;0.0;214.0;66718.0;;;;;;Madrid INMOBILIARIA;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-04-06;Salida por Consumo;1031106.0;Almacen Central;0.0;435.0;66283.0;;;;;;NEVADO CONSTRUCTORA;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-04-05;Salida por Consumo;1031107.0;Almacen Central;0.0;260.0;66023.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-04-03;Salida por Consumo;1031108.0;Almacen Central;0.0;291.0;65732.0;;;;;;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-04-04;Venta Tienda Sin Doc;1031109.0;Almacen Central;0.0;281.0;65451.0;;;;;;JEF;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-04-03;Guía de remisión - R;1031110.0;Almacen Central;0.0;1014.0;64437.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-04-10;Apertura;1031111.0;Almacen Central;2408.0;0.0;66845.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-04-11;Entrada por Producci;1031112.0;Almacen Central;2318.0;0.0;69163.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-04-14;Salida por Consumo;1031113.0;Almacen Central;0.0;797.0;68366.0;;;;;;Consultores en Ingeniería y Mantenimiento General S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-04-14;Salida por Consumo;1031114.0;Almacen Central;0.0;723.0;67643.0;;;;;;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-04-13;Salida por Consumo;1031115.0;Almacen Central;0.0;356.0;67287.0;;;;;;JEF;Presencial;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-04-15;Salida por Consumo;1031116.0;Almacen Central;0.0;282.0;67005.0;;;;;;ELCONSI;Presencial;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-04-10;Guía de remisión - R;1031117.0;Almacen Central;0.0;212.0;66793.0;;;;;;PROCISA INGENIEROS S.A.C.;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-04-10;Venta Tienda Sin Doc;1031118.0;Almacen Central;0.0;114.0;66679.0;;;;;;PROCISA INGENIEROS S.A.C.;Presencial;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-04-09;Salida por Consumo;1031119.0;Almacen Central;0.0;214.0;66465.0;;;;;;JEF;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-04-09;Venta Tienda Sin Doc;1031120.0;Almacen Central;0.0;114.0;66351.0;;;;;;Consultores en Ingeniería y Mantenimiento General S.A.C.;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-04-13;Guía de remisión - R;1031121.0;Almacen Central;0.0;228.0;66123.0;;;;;;SETECOM AIR;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-04-10;Salida por Consumo;1031122.0;Almacen Central;0.0;746.0;65377.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-04-18;Entrada por Producci;1031123.0;Almacen Central;4874.0;0.0;70251.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-04-22;Venta Tienda Sin Doc;1031124.0;Almacen Central;0.0;577.0;69674.0;;;;;;DRAGON;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2022-04-16;Salida por Consumo;1031125.0;Almacen Central;0.0;344.0;69330.0;;;;;;DRAGON;Presencial;Sector A
