Código;Descripción;Fecha;Documento;Número;Bodega;Entrada;Salida;Saldo;Valor Unitario;Entrada.1;Salida.1;Saldo.1;Costo Unitario;Empresa_Cliente;Canal_Venta;Punto_Venta
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-01-17;Entrada por Producci;1032020.0;Almacen Central;7201.0;0.0;175969.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-01-19;Venta Tienda Sin Doc;1032021.0;Almacen Central;0.0;592.0;175377.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-01-15;Venta Tienda Sin Doc;1032022.0;Almacen Central;0.0;697.0;174680.0;;;;;;JEF;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-01-17;Venta Tienda Sin Doc;1032023.0;Almacen Central;0.0;677.0;174003.0;;;;;;DRAGON;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-01-18;Salida por Consumo;1032024.0;Almacen Central;0.0;539.0;173464.0;;;;;;DRAGON;Presencial;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-01-16;Venta Tienda Sin Doc;1032025.0;Almacen Central;0.0;318.0;173146.0;;;;;;NEVADO CONSTRUCTORA;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-01-21;Salida por Consumo;1032026.0;Almacen Central;0.0;388.0;172758.0;;;;;;ELCONSI;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-01-18;Guía de remisión - R;1032027.0;Almacen Central;0.0;175.0;172583.0;;;;;;NEVADO CONSTRUCTORA;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-01-18;Salida por Consumo;1032028.0;Almacen Central;0.0;271.0;172312.0;;;;;;ELCONSI;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-01-17;Salida por Consumo;1032029.0;Almacen Central;0.0;90.0;172222.0;;;;;;Consultores en Ingeniería y Mantenimiento General S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-01-17;Salida por Consumo;1032030.0;Almacen Central;0.0;829.0;171393.0;;;;;;DRAGON;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-01-22;Apertura;1032031.0;Almacen Central;6681.0;0.0;178074.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-01-25;Salida por Consumo;1032032.0;Almacen Central;0.0;249.0;177825.0;;;;;;NEVADO CONSTRUCTORA;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-01-28;Salida por Consumo;1032033.0;Almacen Central;0.0;808.0;177017.0;;;;;;PROCISA INGENIEROS S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-01-23;Salida por Consumo;1032034.0;Almacen Central;0.0;408.0;176609.0;;;;;;PROCISA INGENIEROS S.A.C.;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-01-22;Guía de remisión - R;1032035.0;Almacen Central;0.0;254.0;176355.0;;;;;;SETECOM AIR;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-01-24;Venta Tienda Sin Doc;1032036.0;Almacen Central;0.0;230.0;176125.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-01-25;Venta Tienda Sin Doc;1032037.0;Almacen Central;0.0;499.0;175626.0;;;;;;ELCONSI;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-01-26;Venta Tienda Sin Doc;1032038.0;Almacen Central;0.0;1668.0;173958.0;;;;;;JEF;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-01-29;Entrada por Producci;1032039.0;Almacen Central;9181.0;0.0;183139.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-01-30;Salida por Consumo;1032040.0;Almacen Central;0.0;792.0;182347.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-01;Salida por Consumo;1032041.0;Almacen Central;0.0;600.0;181747.0;;;;;;PROCISA INGENIEROS S.A.C.;Presencial;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-01-30;Salida por Consumo;1032042.0;Almacen Central;0.0;950.0;180797.0;;;;;;NEVADO CONSTRUCTORA;Presencial;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-02;Venta Tienda Sin Doc;1032043.0;Almacen Central;0.0;234.0;180563.0;;;;;;NEVADO CONSTRUCTORA;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-03;Salida por Consumo;1032044.0;Almacen Central;0.0;386.0;180177.0;;;;;;JEF;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-04;Venta Tienda Sin Doc;1032045.0;Almacen Central;0.0;297.0;179880.0;;;;;;DRAGON;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-01-30;Salida por Consumo;1032046.0;Almacen Central;0.0;330.0;179550.0;;;;;;PROCISA INGENIEROS S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-02;Salida por Consumo;1032047.0;Almacen Central;0.0;265.0;179285.0;;;;;;SETECOM AIR;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-04;Guía de remisión - R;1032048.0;Almacen Central;0.0;248.0;179037.0;;;;;;Consultores en Ingeniería y Mantenimiento General S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-01-30;Salida por Consumo;1032049.0;Almacen Central;0.0;1366.0;177671.0;;;;;;JEF;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-05;Apertura;1032050.0;Almacen Central;7216.0;0.0;184887.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-05;Guía de remisión - R;1032051.0;Almacen Central;0.0;735.0;184152.0;;;;;;Madrid INMOBILIARIA;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-10;Salida por Consumo;1032052.0;Almacen Central;0.0;402.0;183750.0;;;;;;ELCONSI;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-08;Salida por Consumo;1032053.0;Almacen Central;0.0;319.0;183431.0;;;;;;PROCISA INGENIEROS S.A.C.;Presencial;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-07;Venta Tienda Sin Doc;1032054.0;Almacen Central;0.0;211.0;183220.0;;;;;;ELCONSI;Presencial;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-11;Venta Tienda Sin Doc;1032055.0;Almacen Central;0.0;637.0;182583.0;;;;;;CIM;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-10;Salida por Consumo;1032056.0;Almacen Central;0.0;340.0;182243.0;;;;;;DRAGON;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-06;Salida por Consumo;1032057.0;Almacen Central;0.0;380.0;181863.0;;;;;;NEVADO CONSTRUCTORA;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-05;Salida por Consumo;1032058.0;Almacen Central;0.0;1793.0;180070.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-13;Entrada por Producci;1032059.0;Almacen Central;2408.0;0.0;182478.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-14;Entrada por Producci;1032060.0;Almacen Central;1441.0;0.0;183919.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-13;Apertura;1032061.0;Almacen Central;2218.0;0.0;186137.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-15;Salida por Consumo;1032062.0;Almacen Central;0.0;722.0;185415.0;;;;;;NEVADO CONSTRUCTORA;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-14;Salida por Consumo;1032063.0;Almacen Central;0.0;496.0;184919.0;;;;;;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-13;Salida por Consumo;1032064.0;Almacen Central;0.0;624.0;184295.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-17;Salida por Consumo;1032065.0;Almacen Central;0.0;498.0;183797.0;;;;;;Consultores en Ingeniería y Mantenimiento General S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-18;Salida por Consumo;1032066.0;Almacen Central;0.0;144.0;183653.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-13;Venta Tienda Sin Doc;1032067.0;Almacen Central;0.0;121.0;183532.0;;;;;;JEF;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-17;Venta Tienda Sin Doc;1032068.0;Almacen Central;0.0;255.0;183277.0;;;;;;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-18;Salida por Consumo;1032069.0;Almacen Central;0.0;132.0;183145.0;;;;;;NEVADO CONSTRUCTORA;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-17;Venta Tienda Sin Doc;1032070.0;Almacen Central;0.0;1066.0;182079.0;;;;;;NEVADO CONSTRUCTORA;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-20;Entrada por Producci;1032071.0;Almacen Central;3627.0;0.0;185706.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-20;Entrada por Producci;1032072.0;Almacen Central;3320.0;0.0;189026.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-23;Guía de remisión - R;1032073.0;Almacen Central;0.0;520.0;188506.0;;;;;;DRAGON;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-23;Venta Tienda Sin Doc;1032074.0;Almacen Central;0.0;1164.0;187342.0;;;;;;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-23;Salida por Consumo;1032075.0;Almacen Central;0.0;730.0;186612.0;;;;;;NEVADO CONSTRUCTORA;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-19;Venta Tienda Sin Doc;1032076.0;Almacen Central;0.0;616.0;185996.0;;;;;;Consultores en Ingeniería y Mantenimiento General S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-24;Guía de remisión - R;1032077.0;Almacen Central;0.0;219.0;185777.0;;;;;;Madrid INMOBILIARIA;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-24;Guía de remisión - R;1032078.0;Almacen Central;0.0;213.0;185564.0;;;;;;CIM;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-19;Salida por Consumo;1032079.0;Almacen Central;0.0;307.0;185257.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-20;Guía de remisión - R;1032080.0;Almacen Central;0.0;142.0;185115.0;;;;;;DRAGON;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-21;Salida por Consumo;1032081.0;Almacen Central;0.0;171.0;184944.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-22;Venta Tienda Sin Doc;1032082.0;Almacen Central;0.0;1376.0;183568.0;;;;;;Madrid INMOBILIARIA;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-27;Entrada por Producci;1032083.0;Almacen Central;2429.0;0.0;185997.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-27;Entrada por Producci;1032084.0;Almacen Central;2458.0;0.0;188455.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-27;Salida por Consumo;1032085.0;Almacen Central;0.0;335.0;188120.0;;;;;;JEF;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-27;Salida por Consumo;1032086.0;Almacen Central;0.0;204.0;187916.0;;;;;;ELCONSI;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-27;Salida por Consumo;1032087.0;Almacen Central;0.0;611.0;187305.0;;;;;;Madrid INMOBILIARIA;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-26;Salida por Consumo;1032088.0;Almacen Central;0.0;702.0;186603.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-02;Venta Tienda Sin Doc;1032089.0;Almacen Central;0.0;251.0;186352.0;;;;;;JEF;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-02-27;Salida por Consumo;1032090.0;Almacen Central;0.0;1912.0;184440.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-06;Entrada por Producci;1032091.0;Almacen Central;4560.0;0.0;189000.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-07;Venta Tienda Sin Doc;1032092.0;Almacen Central;0.0;650.0;188350.0;;;;;;CIM;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-07;Salida por Consumo;1032093.0;Almacen Central;0.0;766.0;187584.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-05;Salida por Consumo;1032094.0;Almacen Central;0.0;527.0;187057.0;;;;;;SETECOM AIR;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-08;Venta Tienda Sin Doc;1032095.0;Almacen Central;0.0;353.0;186704.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-07;Salida por Consumo;1032096.0;Almacen Central;0.0;188.0;186516.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-04;Salida por Consumo;1032097.0;Almacen Central;0.0;234.0;186282.0;;;;;;CIM;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-06;Salida por Consumo;1032098.0;Almacen Central;0.0;85.0;186197.0;;;;;;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-08;Guía de remisión - R;1032099.0;Almacen Central;0.0;1163.0;185034.0;;;;;;PROCISA INGENIEROS S.A.C.;Presencial;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-13;Entrada por Producci;1032100.0;Almacen Central;3046.0;0.0;188080.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-13;Entrada por Producci;1032101.0;Almacen Central;3077.0;0.0;191157.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-15;Salida por Consumo;1032102.0;Almacen Central;0.0;472.0;190685.0;;;;;;CIM;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-16;Salida por Consumo;1032103.0;Almacen Central;0.0;496.0;190189.0;;;;;;CIM;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-15;Venta Tienda Sin Doc;1032104.0;Almacen Central;0.0;664.0;189525.0;;;;;;NEVADO CONSTRUCTORA;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-15;Salida por Consumo;1032105.0;Almacen Central;0.0;428.0;189097.0;;;;;;Madrid INMOBILIARIA;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-15;Venta Tienda Sin Doc;1032106.0;Almacen Central;0.0;3265.0;185832.0;;;;;;Consultores en Ingeniería y Mantenimiento General S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-20;Entrada por Producci;1032107.0;Almacen Central;2157.0;0.0;187989.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-19;Entrada por Producci;1032108.0;Almacen Central;2998.0;0.0;190987.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-20;Venta Tienda Sin Doc;1032109.0;Almacen Central;0.0;933.0;190054.0;;;;;;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Presencial;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-21;Salida por Consumo;1032110.0;Almacen Central;0.0;583.0;189471.0;;;;;;PROCISA INGENIEROS S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-19;Venta Tienda Sin Doc;1032111.0;Almacen Central;0.0;599.0;188872.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-23;Guía de remisión - R;1032112.0;Almacen Central;0.0;271.0;188601.0;;;;;;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-18;Salida por Consumo;1032113.0;Almacen Central;0.0;445.0;188156.0;;;;;;NEVADO CONSTRUCTORA;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-22;Venta Tienda Sin Doc;1032114.0;Almacen Central;0.0;169.0;187987.0;;;;;;PROCISA INGENIEROS S.A.C.;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-22;Salida por Consumo;1032115.0;Almacen Central;0.0;230.0;187757.0;;;;;;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-19;Salida por Consumo;1032116.0;Almacen Central;0.0;112.0;187645.0;;;;;;CIM;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-22;Venta Tienda Sin Doc;1032117.0;Almacen Central;0.0;1105.0;186540.0;;;;;;JEF;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-25;Entrada por Producci;1032118.0;Almacen Central;4003.0;0.0;190543.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-29;Salida por Consumo;1032119.0;Almacen Central;0.0;847.0;189696.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-31;Salida por Consumo;1032120.0;Almacen Central;0.0;216.0;189480.0;;;;;;Consultores en Ingeniería y Mantenimiento General S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-25;Salida por Consumo;1032121.0;Almacen Central;0.0;501.0;188979.0;;;;;;CIM;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-03-31;Salida por Consumo;1032122.0;Almacen Central;0.0;1917.0;187062.0;;;;;;CIM;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-04-02;Entrada por Producci;1032123.0;Almacen Central;4590.0;0.0;191652.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2024-04-04;Salida por Consumo;1032124.0;Almacen Central;0.0;193.0;191459.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Online;Sector A
