Código;Descripción;Fecha;Documento;Número;Bodega;Entrada;Salida;Saldo;Valor Unitario;Entrada.1;Salida.1;Saldo.1;Costo Unitario;Empresa_Cliente;Canal_Venta;Punto_Venta
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-02-11;Salida por Consumo;1032557.0;Almacen Central;0.0;1443.0;256166.0;;;;;;DRAGON;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-02-12;Apertura;1032558.0;Almacen Central;4961.0;0.0;261127.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-02-15;Salida por Consumo;1032559.0;Almacen Central;0.0;751.0;260376.0;;;;;;PROCISA INGENIEROS S.A.C.;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-02-14;Venta Tienda Sin Doc;1032560.0;Almacen Central;0.0;456.0;259920.0;;;;;;JEF;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-02-12;Salida por Consumo;1032561.0;Almacen Central;0.0;312.0;259608.0;;;;;;DRAGON;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-02-12;Salida por Consumo;1032562.0;Almacen Central;0.0;1910.0;257698.0;;;;;;DRAGON;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-02-20;Entrada por Producci;1032563.0;Almacen Central;2599.0;0.0;260297.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-02-19;Entrada por Producci;1032564.0;Almacen Central;1093.0;0.0;261390.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-02-19;Apertura;1032565.0;Almacen Central;2434.0;0.0;263824.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-02-21;Venta Tienda Sin Doc;1032566.0;Almacen Central;0.0;1048.0;262776.0;;;;;;NEVADO CONSTRUCTORA;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-02-19;Venta Tienda Sin Doc;1032567.0;Almacen Central;0.0;883.0;261893.0;;;;;;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-02-20;Salida por Consumo;1032568.0;Almacen Central;0.0;229.0;261664.0;;;;;;Madrid INMOBILIARIA;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-02-25;Salida por Consumo;1032569.0;Almacen Central;0.0;2428.0;259236.0;;;;;;CIM;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-02-28;Entrada por Producci;1032570.0;Almacen Central;2737.0;0.0;261973.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-02-27;Entrada por Producci;1032571.0;Almacen Central;1610.0;0.0;263583.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-02-27;Apertura;1032572.0;Almacen Central;1536.0;0.0;265119.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-02;Salida por Consumo;1032573.0;Almacen Central;0.0;994.0;264125.0;;;;;;NEVADO CONSTRUCTORA;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-02-28;Venta Tienda Sin Doc;1032574.0;Almacen Central;0.0;555.0;263570.0;;;;;;PROCISA INGENIEROS S.A.C.;Presencial;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-02-26;Salida por Consumo;1032575.0;Almacen Central;0.0;589.0;262981.0;;;;;;CIM;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-02-28;Salida por Consumo;1032576.0;Almacen Central;0.0;530.0;262451.0;;;;;;SETECOM AIR;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-04;Guía de remisión - R;1032577.0;Almacen Central;0.0;350.0;262101.0;;;;;;CIM;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-02-27;Guía de remisión - R;1032578.0;Almacen Central;0.0;282.0;261819.0;;;;;;JEF;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-02;Venta Tienda Sin Doc;1032579.0;Almacen Central;0.0;298.0;261521.0;;;;;;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-02-26;Guía de remisión - R;1032580.0;Almacen Central;0.0;220.0;261301.0;;;;;;JEF;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-04;Venta Tienda Sin Doc;1032581.0;Almacen Central;0.0;1147.0;260154.0;;;;;;ELCONSI;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-07;Entrada por Producci;1032582.0;Almacen Central;2195.0;0.0;262349.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-06;Entrada por Producci;1032583.0;Almacen Central;1271.0;0.0;263620.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-07;Entrada por Producci;1032584.0;Almacen Central;1379.0;0.0;264999.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-08;Venta Tienda Sin Doc;1032585.0;Almacen Central;0.0;730.0;264269.0;;;;;;ELCONSI;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-11;Salida por Consumo;1032586.0;Almacen Central;0.0;517.0;263752.0;;;;;;ELCONSI;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-08;Salida por Consumo;1032587.0;Almacen Central;0.0;529.0;263223.0;;;;;;PROCISA INGENIEROS S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-10;Venta Tienda Sin Doc;1032588.0;Almacen Central;0.0;323.0;262900.0;;;;;;ELCONSI;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-10;Venta Tienda Sin Doc;1032589.0;Almacen Central;0.0;195.0;262705.0;;;;;;ARCHENGINE CONSULTORA S.A.C.;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-07;Salida por Consumo;1032590.0;Almacen Central;0.0;90.0;262615.0;;;;;;ELCONSI;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-05;Venta Tienda Sin Doc;1032591.0;Almacen Central;0.0;276.0;262339.0;;;;;;NEVADO CONSTRUCTORA;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-07;Venta Tienda Sin Doc;1032592.0;Almacen Central;0.0;240.0;262099.0;;;;;;ELCONSI;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-10;Salida por Consumo;1032593.0;Almacen Central;0.0;1189.0;260910.0;;;;;;PROCISA INGENIEROS S.A.C.;Presencial;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-13;Entrada por Producci;1032594.0;Almacen Central;1597.0;0.0;262507.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-13;Entrada por Producci;1032595.0;Almacen Central;2960.0;0.0;265467.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-13;Salida por Consumo;1032596.0;Almacen Central;0.0;246.0;265221.0;;;;;;SETECOM AIR;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-13;Salida por Consumo;1032597.0;Almacen Central;0.0;735.0;264486.0;;;;;;JEF;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-15;Venta Tienda Sin Doc;1032598.0;Almacen Central;0.0;285.0;264201.0;;;;;;NEVADO CONSTRUCTORA;Presencial;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-12;Venta Tienda Sin Doc;1032599.0;Almacen Central;0.0;442.0;263759.0;;;;;;Madrid INMOBILIARIA;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-15;Salida por Consumo;1032600.0;Almacen Central;0.0;399.0;263360.0;;;;;;PROCISA INGENIEROS S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-12;Guía de remisión - R;1032601.0;Almacen Central;0.0;1733.0;261627.0;;;;;;NEVADO CONSTRUCTORA;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-19;Apertura;1032602.0;Almacen Central;2119.0;0.0;263746.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-20;Entrada por Producci;1032603.0;Almacen Central;1965.0;0.0;265711.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-23;Guía de remisión - R;1032604.0;Almacen Central;0.0;492.0;265219.0;;;;;;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-24;Salida por Consumo;1032605.0;Almacen Central;0.0;327.0;264892.0;;;;;;JEF;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-20;Salida por Consumo;1032606.0;Almacen Central;0.0;626.0;264266.0;;;;;;JEF;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-25;Venta Tienda Sin Doc;1032607.0;Almacen Central;0.0;468.0;263798.0;;;;;;SETECOM AIR;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-19;Guía de remisión - R;1032608.0;Almacen Central;0.0;135.0;263663.0;;;;;;DRAGON;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-21;Salida por Consumo;1032609.0;Almacen Central;0.0;83.0;263580.0;;;;;;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-20;Salida por Consumo;1032610.0;Almacen Central;0.0;96.0;263484.0;;;;;;NEVADO CONSTRUCTORA;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-25;Venta Tienda Sin Doc;1032611.0;Almacen Central;0.0;142.0;263342.0;;;;;;DRAGON;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-22;Salida por Consumo;1032612.0;Almacen Central;0.0;1183.0;262159.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-27;Entrada por Producci;1032613.0;Almacen Central;3906.0;0.0;266065.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-26;Salida por Consumo;1032614.0;Almacen Central;0.0;735.0;265330.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-26;Venta Tienda Sin Doc;1032615.0;Almacen Central;0.0;350.0;264980.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-31;Salida por Consumo;1032616.0;Almacen Central;0.0;242.0;264738.0;;;;;;Consultores en Ingeniería y Mantenimiento General S.A.C.;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-28;Venta Tienda Sin Doc;1032617.0;Almacen Central;0.0;453.0;264285.0;;;;;;SETECOM AIR;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-26;Salida por Consumo;1032618.0;Almacen Central;0.0;318.0;263967.0;;;;;;H&R ELECTRICAL ENGINEERS S.A.C.;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-03-31;Venta Tienda Sin Doc;1032619.0;Almacen Central;0.0;1131.0;262836.0;;;;;;NEVADO CONSTRUCTORA;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-04-04;Entrada por Producci;1032620.0;Almacen Central;2777.0;0.0;265613.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-04-02;Entrada por Producci;1032621.0;Almacen Central;3711.0;0.0;269324.0;;;;;;;;
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-04-04;Salida por Consumo;1032622.0;Almacen Central;0.0;1071.0;268253.0;;;;;;JEF;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-04-07;Salida por Consumo;1032623.0;Almacen Central;0.0;350.0;267903.0;;;;;;SETECOM AIR;Online;Sector A
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-04-06;Salida por Consumo;1032624.0;Almacen Central;0.0;614.0;267289.0;;;;;;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Presencial;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-04-07;Salida por Consumo;1032625.0;Almacen Central;0.0;769.0;266520.0;;;;;;JEF;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-04-03;Venta Tienda Sin Doc;1032626.0;Almacen Central;0.0;254.0;266266.0;;;;;;Madrid INMOBILIARIA;Online;Sector B
CEO 001;CAJA OCTOG 100X40MM  1/2 (F. G. 0.75).;2025-04-02;Venta Tienda Sin Doc;1032627.0;Almacen Central;0.0;437.0;265829.0;;;;;;ELCONSI;Online;Sector A
